overall.token.number	speaker.id	t.or.s	wl.or.rp	nationality	countrybirth.t	ethnicity	school	form.s	education.t	interview.1(liveadabroad)	interview.2(durationabroad)	interview3(attitudes.etc)	lexical set	mono.or.di	age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	F*1_normalized	F*2_normalized	F*1gl_normalized	F*2gl_normalized	euclid.onset.glide.norm	euclid.dist.token.to.mean.onset	euclid.dist.token.to.mean.glide	nFormants	oFormants		poles	bandwidths	man.check	nFormants.man	reliabel	besser.als.default	comment	pot.exclusion.nachIQR	pot.exclusion.numeric	pot.exclusion.nachEuclidtoMeanperVowel	pot.exclusion.both.euclid.visual
246	2	s	RP	TT	Trinidad	AT	EDW						THOUGHT/NORTH/FORCE	m	16						./INPUTFILES/Students/EDW_5_Shayna/	F		0			AO	1	sp	according	sp	619.5	1294.2	3165.4	91	71.3	900.8	94.754	94.69	94.818	0.128	oh	stop	apical	voiced	velar	one_fol_syll			K	D	internal	3	SP	AH0 K AO1 D AH0 N	SP	562.4564	1084.4832	606.2792	1113.4729	619.4981	1294.2043	629.5139	1441.7697	628.7158	1487.6213	411.974	1149.438				116.5655462819		7	4	[682.295797355146, 1317.6404251689307, 4356.894688521564],[619.498142772911, 1294.2042630536707, 3165.4207970305974, 4636.801381289383],[641.297121039826, 1310.628243773511, 3167.8580319073258, 4614.144845905414],[618.0492134864392, 900.7162481825234, 1325.4680125350449, 2987.2184749606563, 3958.201995492275, 4825.972628886772]	[434.5008189783375, 325.9786135770658, 865.8070344555399],[91.03984871686102, 71.30636682440581, 900.7551070695534, 696.7221491400486],[121.9518837282394, 70.33949823771253, 580.65743190615, 576.5424208171904],[150.73408564093177, 1000.183246673443, 79.1339089586831, 376.06107878601983, 610.1008770849185, 313.28874816015315]			4	1	2			99	99	99
259	2	s	RP	TT	Trinidad	AT	EDW						THOUGHT/NORTH/FORCE	m	16						./INPUTFILES/Students/EDW_5_Shayna/	F		0			AO	1	sp	more	likely	669.8	923.6	2918	120.3	81.4	1368.4	108.517	108.438	108.596	0.158	oh				nasal_labial				M	L	final	2	SP	M AO1	L AY1 K L IY0	617.9406	954.0128	626.8339	882.426	669.8485	923.5649	688.2775	1079.9662	705.9857	1166.4385	433.934	988.202				46.1643137066		7	5	[836.7102374670303, 3451.94826394639],[752.231048837119, 896.6168051522764, 3345.96031373345, 4622.613010369449],[669.8484968786117, 923.5649277385033, 2918.0487734175913, 3424.429108120652, 4780.532808207915],[661.5329467679319, 910.3484609044207, 1383.8450889309227, 3070.1434818619837, 3664.2236913713887, 4864.864209203139]	[45.61799294048957, 618.6654753428643],[253.00992348463436, 233.4281644387271, 243.93308257941234, 954.3659774627666],[120.33403044997648, 81.42586683095367, 1368.4020625329113, 394.06871318987277, 848.065574434884],[156.72676724680946, 106.28988372477646, 1316.4848024542182, 256.28428258221174, 211.73146213353783, 193.805656123622]			5	1	4			99	99	99
263	2	s	RP	TT	Trinidad	AT	EDW						THOUGHT/NORTH/FORCE	m	16						./INPUTFILES/Students/EDW_5_Shayna/	F		0			AO	1	sp	offers	sp	634.1	1023.6	3141.2	51.1	56.9	709.4	113.334	113.285	113.384	0.099	oh	fricative	labiodental	voiceless		one_fol_syll			SP	F	initial	1	SP	AO1 F ER0 Z	SP	641.7243	983.5308	639.6374	993.9213	632.8223	1024.7705	619.8524	1027.8428	622.9057	1033.1313	418.356	1031.742				10.1918418355		7	4	[704.6503177854443, 1022.2258743932036, 3928.686571336986],[634.064892555278, 1023.627642456829, 3141.162357559402, 4205.870537047385],[636.3575026387882, 1026.2721352399462, 2890.9454531940705, 4025.6952744543646],[623.4058063324577, 1021.0557586730957, 1076.571917280793, 2874.794127732129, 3957.169394375559, 4880.329795186277]	[240.50617058521897, 358.0891927561239, 445.13322718683213],[51.14363630143547, 56.8556212271873, 709.3796401654819, 461.3323339441712],[40.214740342368266, 38.564994303648085, 329.3827737848007, 183.97105543623593],[44.42409165747924, 73.78015017485575, 851.1108658707813, 126.71398609690702, 104.13222663510714, 514.4714251094015]			4	1	2			99	99	99
294	3	s	WL	TT	Trinidad	AT	FC						THOUGHT/NORTH/FORCE	m	18						./INPUTFILES/Students/FC_2_Jordan/	M		0			AO	1	sp	thought	sp	494.2	941.6	2484.7	50.7	69.7	310.5	12.146	12.064	12.229	0.165	oh	stop	apical	voiceless	oral_apical				TH	T	internal	2	SP	TH AO1 T	SP	457.1716	980.3177	479.6877	931.9448	494.2201	941.5584	513.2122	1037.5026	521.392	1108.4595	433.089	1042.978				10.1624881304		7	6	[641.4746812803464, 1853.8166696223204, 3227.5451863950098],[693.4321310424406, 696.0702811469445, 2825.078723016993, 3420.490057481996],[504.43172760610946, 956.1407812402771, 2591.697350181042, 3311.4586716316503, 3889.1822124264445],[494.220050043887, 941.55841698654, 2484.735379197965, 3154.014449723366, 3430.6690922900843]	[186.3655415708498, 2197.4470890316998, 214.65832242795992],[270.8864380637514, 1427.7070513935755, 482.8795395338497, 254.0872007649957],[93.88811721550168, 129.75891864623748, 223.88692401906357, 161.3604873076402, 952.8430942453163],[50.716805436480584, 69.74140769489419, 310.53994458197747, 536.2905801785204, 313.43508432016586]			6	1	2			99	99	99
381	3	s	RP	TT	Trinidad	AT	FC						THOUGHT/NORTH/FORCE	m	18						./INPUTFILES/Students/FC_2_Jordan/	M		0			AO	1	sp	course	sp	491.7	943.5	2547.5	85.8	60.9	344.8	68.041	67.947	68.136	0.189	oh	fricative	apical	voiceless	velar				K	S	internal	2	SP	K AO1 S	SP	475.4882	898.9274	483.3148	873.5821	491.6912	943.4634	504.6005	1011.4319	498.7447	1122.4631	430.931	1044.382				10.693265404		7	5	[792.0185793796162, 2981.053552426612],[600.0223032347521, 867.3982429855956, 2885.9431536421857, 3616.810671140883],[491.69123811938874, 943.4633821583429, 2547.5440744063603, 3048.9343593740464, 4016.4767371961275],[486.59786917761147, 938.6853182458274, 2462.867940744314, 3008.2349630447834, 3891.3743608318377]	[210.40885444304143, 209.68781044435718],[624.2591142554494, 348.8457075004583, 191.18125269406755, 763.6851674851413],[85.84029180546436, 60.87985207816406, 344.83814545435115, 184.36737818038074, 477.54825742374925],[61.10316991543465, 44.43093308643349, 396.48331297284324, 179.71863412126038, 609.0759456861108]			5	1	4			99	99	99
398	3	s	RP	TT	Trinidad	AT	FC						THOUGHT/NORTH/FORCE	m	18						./INPUTFILES/Students/FC_2_Jordan/	M		0			AO	1	sp	more	likely	494.3	908.3	2689.7	49.4	75.2	169.1	84.071	83.994	84.148	0.154	oh				nasal_labial				M	L	final	2	SP	M AO1	L AY1 K L IY0	522.1793	801.3955	503.9334	845.4093	494.3018	908.2697	525.996	979.664	530.6199	1114.9894	433.183	1015.73				18.933186446		7	5	[619.8072961586324, 2042.1923637278503, 3052.3558973216177],[638.970975396411, 774.441923385757, 2895.3328621100436, 3515.595669324741],[494.301755947202, 908.269720480432, 2689.748091571001, 3136.2324200943303, 3841.3717805169044],[488.92266135904566, 896.945774625826, 2362.2753503455533, 2733.281216162955, 3179.8423105667766, 3907.8580238477134]	[150.35213224079257, 4220.79147094381, 195.91262752483843],[240.5908170553024, 1083.3753644873273, 158.51347923889438, 354.10808766768463],[49.366924689753155, 75.16159623391277, 169.11706974854545, 170.6283203404746, 298.1590644638306],[34.30907017296472, 56.28673103487048, 1825.777873243532, 220.01898973600535, 212.0104670450736, 276.6476555677154]			5	1	4			99	99	99
402	3	s	RP	TT	Trinidad	AT	FC						THOUGHT/NORTH/FORCE	m	18						./INPUTFILES/Students/FC_2_Jordan/	M		0			AO	1	it	offers	sp	544.5	951.6	2629.7	87	70.2	147.6	86.566	86.523	86.61	0.087	oh	fricative	labiodental	voiceless		one_fol_syll			T	F	initial	1	AH0 T	AO1 F ER0 Z	SP	531.8626	1007.3537	534.5966	990.4709	544.5323	951.6271	540.5072	972.7828	523.6712	956.5583	476.727	1051.124				51.3681787199		7	5	[735.5918449038829, 1971.7983755482135, 2932.3357534686925],[718.9574441555548, 806.5784037586234, 2737.832300517998, 3424.6857383658726],[544.532317430729, 951.6271394493206, 2629.715491024119, 3103.6501984382357, 3663.6694542662303],[542.7015930563434, 950.893288139044, 2565.0756034238643, 2949.4262479653744, 3538.2690530628397]	[163.04027129376803, 3110.2086032089624, 239.75400750832338],[736.8049414701408, 314.87879043209267, 124.58804838589967, 237.57580170471508],[87.00786564896927, 70.20488202692928, 147.5760543642864, 362.6471224662722, 452.16708219617465],[64.49862858107923, 48.74093099608399, 171.71005770406134, 245.47063107922807, 211.28309219043027]			5	1	4			99	99	99
443	4	s	WL	TT	Trinidad	IT	FC						THOUGHT/NORTH/FORCE	m	18						./INPUTFILES/Students/FC_6_Aaron/	M		0			AO	1	sp	thought	sp	581.1	1007.2	2658.7	89.9	90.3	186.4	9.202	9.101	9.303	0.202	oh	stop	apical	voiceless	oral_apical				TH	T	internal	2	SP	TH AO1 T	SP	593.0489	1121.6676	576.9716	1049.1901	581.0934	1007.2213	590.6119	1047.0421	606.7202	1146.8141	422.767	994.382				40.0209266884		7	5	[797.9145947268803, 3091.119002033994],[779.5719769163245, 852.8558247732744, 2846.5695093971485, 3883.1735792213767],[581.0933600129403, 1007.2212847653689, 2658.699070510353, 3536.8249870692557],[568.6329543277075, 990.8351177922872, 1736.0377094066455, 2688.0607782601787, 3516.3831038944277, 4443.928079124888]	[190.4046496634514, 620.34109235488],[361.8511747233071, 713.7035081377729, 345.2325801739798, 572.3570271904433],[89.85941449839541, 90.32560642295977, 186.41808663536375, 357.67471727752354],[76.32723542030467, 88.28886509739155, 1510.7711008941517, 130.62853585219798, 192.45558071308366, 567.3391167306463]			5	1	4			99	99	99
530	4	s	RP	TT	Trinidad	IT	FC						THOUGHT/NORTH/FORCE	m	18						./INPUTFILES/Students/FC_6_Aaron/	M		0			AO	1	sp	course	sp	550.8	1059	1811.2	60.1	61.7	2151.8	54.143	54.075	54.211	0.136	oh	fricative	apical	voiceless	velar				K	S	internal	2	SP	K AO1 S	SP	515.4983	915.0952	561.8376	921.0402	550.7937	1058.9891	537.8663	1159.4873	542.3136	1312.2754	398.555	1028.371				30.2668370663		7	6	[861.1214154984013, 2992.122343608576],[610.5055015037864, 1073.5757911082105, 2683.853054844842, 3828.529793124399],[555.4228679682145, 1064.23420370183, 2497.6144972501515, 3436.8922462624623, 4183.0688305871],[550.7937328367018, 1058.9891152069702, 1811.1780542864128, 2524.8038838915713, 3436.5518486869405, 4296.837921345184]	[276.33710752767087, 828.0040137371797],[319.17834817742556, 299.95031767064745, 310.9591883088508, 482.98638607255367],[64.86873506542396, 57.93801443874214, 199.4212571539396, 523.4150548612525, 1352.2182118189878],[60.12344086382152, 61.683991885728126, 2151.8148824954437, 177.40636306785245, 323.9294054384755, 670.2862710207114]			6	2	2			99	99	99
534	4	s	RP	TT	Trinidad	IT	FC						THOUGHT/NORTH/FORCE	m	18						./INPUTFILES/Students/FC_6_Aaron/	M		0			AO	1	sp	according	sp	594.4	1041.3	2436.1	91.9	84.3	238.6	58.587	58.565	58.609	0.044	oh	stop	apical	voiced	velar	one_fol_syll			K	D	internal	3	SP	AH0 K AO1 D AH0 N	SP	550.3149	977.9982	573.9841	987.5696	594.4291	1041.2965	602.3848	1092.5339	608.1099	1111.4521	433.371	1016.854				17.9021819061		7	5	[837.6326714934498, 3150.5514452625666],[718.2914265415629, 1000.8585611456679, 2665.7211351190003, 3926.305861282141],[594.4291054587904, 1041.2964696401277, 2436.092167581396, 3522.9513241385825, 4225.36879487743],[604.6585498021728, 1052.6453475659682, 1115.8635980721851, 2457.84222475377, 3473.139296939735, 4308.25029361459]	[222.7000254706413, 1244.537572372132],[401.99989347709464, 479.2871888517265, 473.0463693045197, 517.5944995506671],[91.92090950965853, 84.29138247695026, 238.64842911582798, 580.0638552367766, 1238.8707404072954],[115.67162649313335, 104.51415358465256, 3528.119543073421, 161.451261003337, 305.99550065335944, 513.4622705381365]			5	1	4			99	99	99
547	4	s	RP	TT	Trinidad	IT	FC						THOUGHT/NORTH/FORCE	m	18						./INPUTFILES/Students/FC_6_Aaron/	M		0			AO	1	sp	more	likely	651.4	939.8	1795.7	163.8	65.2	1165.9	67.085	67.04	67.13	0.09	oh				nasal_labial				M	L	final	2	SP	M AO1	L AY1 K L IY0	628.864	868.0377	630.06	887.6388	651.4391	939.786	644.7405	997.0388	675.7583	1120.7506	478.979	950				98.1261184446		7	6	[885.395813690791, 3257.46997379107],[786.0655420191271, 923.8256995956899, 3052.648129501289, 3902.386431128931],[691.5672092359758, 949.8656397926721, 2549.4703856848428, 3127.576257075291, 4033.847079900141],[651.4390799786304, 939.7860198396999, 1795.7311488674052, 3049.5247723686343, 3472.897693511802, 4111.995223122924]	[58.957909228931555, 440.17229362947006],[370.1326450463331, 182.8154748432563, 277.2337211887085, 613.1875335618591],[212.0374759761747, 94.1735220829747, 1507.5092983890186, 337.3542731953436, 566.3328768174424],[163.83372351507145, 65.21304495789886, 1165.912136132736, 342.12297666484784, 1108.2159328902233, 674.4881205629622]			6	2	2			99	99	99
551	4	s	RP	TT	Trinidad	IT	FC						THOUGHT/NORTH/FORCE	m	18						./INPUTFILES/Students/FC_6_Aaron/	M		0			AO	1	it	offers	sp	652.2	1082.6	1772.7	104.3	67.6	1593.6	68.808	68.764	68.851	0.087	oh	fricative	labiodental	voiceless		one_fol_syll			T	F	initial	1	AH0 T	AO1 F ER0 Z	SP	642.138	1160.9305	674.5992	1134.9668	654.4131	1084.5264	657.0939	773.5347	681.0525	1066.4694	479.542	1043.82				52.1805280157		7	6	[957.5027549700745, 2924.503232897831],[734.5583743777903, 1090.022217376672, 2754.9174274651746, 3689.6737577351796],[668.559344069551, 1093.3441372910427, 2695.5889496430964, 3344.022310162731, 3674.306872202567],[652.2169683241732, 1082.5721460806799, 1772.7079120127728, 2705.24730339174, 3436.6284975073204, 4028.830033341168]	[159.3784529524544, 369.43354860863764],[349.9174196105792, 211.28502553651083, 128.15067447646257, 310.2939957152027],[120.04631584420505, 68.0027992980869, 173.82116672432568, 1488.6286796476647, 603.5113549195586],[104.30874985358341, 67.6336710392073, 1593.6345052737718, 120.75990863552785, 440.34177134952165, 686.9721973545445]			6	1	1			99	99	99
593	5	s	WL	TT	Trinidad	MT	FC						THOUGHT/NORTH/FORCE	m	17						./INPUTFILES/Students/FC_8_Joshua/	M		0			AO	1	sp	thought	sp	518.8	906.8	2527.3	45.4	71.7	236.7	28.665	28.582	28.748	0.166	oh	stop	apical	voiceless	oral_apical				TH	T	internal	2	SP	TH AO1 T	SP	534.6497	1013.2928	518.3909	916.6296	518.825	906.8279	539.9566	931.5251	547.8617	1036.9605	394.144	1044.944				35.8508450667		7	5	[666.7102201834763, 3245.740776905872],[600.3035523464692, 894.315455419256, 2805.251865172842, 4085.050078567628],[518.8250074345569, 906.827947913486, 2527.3363708352913, 3389.570498939685, 4226.46938237386],[517.0612680362896, 903.1821804987426, 2165.120718789377, 2549.986061519921, 3459.6648190359992, 4260.997840250931]	[156.50911307237934, 1183.648970444802],[218.87846594509793, 577.5391287322025, 368.9345985137413, 362.3129539317449],[45.393647872839665, 71.67368402219815, 236.70726727656665, 550.8289646954495, 349.4161320542306],[43.39520169971629, 71.09534052535905, 3140.1415558276954, 247.52115203093666, 493.97692660817086, 302.9037745609782]			5	1	4			99	99	99
670	5	s	RP	TT	Trinidad	MT	FC						THOUGHT/NORTH/FORCE	m	17						./INPUTFILES/Students/FC_8_Joshua/	M		0			AO	1	sp	course	sp	537.7	852.7	2781.1	115.4	69.9	224.9	56.064	55.979	56.15	0.171	oh	fricative	apical	voiceless	velar				K	S	internal	2	SP	K AO1 S	SP	542.56	861.3531	541.619	883.3453	537.6732	852.7039	593.6203	969.5358	595.6185	1132.5369	408.502	1012.36				29.3380391983		7	4	[749.1345087761462, 3734.0614553742007],[537.6732242962996, 852.7039489986358, 2781.105757070337, 4202.747549916888],[520.6338100646739, 845.9533198351469, 2543.4753096029194, 3231.3299521968274, 4257.648699451103],[525.6471461458796, 848.8822197204398, 2462.8085547379605, 3101.440542280692, 4191.110604155721]	[88.47333445028887, 1598.7852991704322],[115.3840009080371, 69.92167740864208, 224.87339564020445, 185.5201510012875],[22.384578360098075, 13.492280874080041, 305.4400536596664, 713.2806458276739, 162.1271033749112],[26.03666110386911, 12.4292966685925, 188.36418720242767, 294.8635865549718, 130.275186769613]			4	2	2			99	99	99
674	5	s	RP	TT	Trinidad	MT	FC						THOUGHT/NORTH/FORCE	m	17						./INPUTFILES/Students/FC_8_Joshua/	M		0			AO	1	sp	according	sp	537.1	999.1	2496.7	110.9	98	114	60.683	60.638	60.729	0.091	oh	stop	apical	voiced	velar	one_fol_syll			K	D	internal	3	SP	AH0 K AO1 D AH0 N	SP	575.0957	792.5785	541.637	922.6762	537.0958	999.1381	583.6187	1136.9989	588.1546	1285.8874	408.033	1100.843				69.8259219631		7	4	[811.4686810562499, 2505.5175299639577],[537.0957638651437, 999.1380980929968, 2496.6611547078946, 4093.592524540449],[523.5540340579299, 986.5954512990598, 2436.630470188468, 3464.233365675082, 4101.821182719243],[526.668870574186, 936.9970745477322, 990.8478702387291, 2436.487913552814, 3471.639656289234, 4251.671202954769]	[175.98624149259004, 876.6064438271869],[110.8890617813916, 97.97443406017275, 114.04283915224389, 287.33594392542244],[31.27743038620842, 28.901794422185112, 100.83188548123212, 1732.4185509068875, 570.4827514312905],[39.495801470756064, 3853.637107196213, 33.17662977163487, 67.62837186958751, 671.5619438456839, 375.5528292814894]			4	2	2			99	99	99
687	5	s	RP	TT	Trinidad	MT	FC						THOUGHT/NORTH/FORCE	m	17						./INPUTFILES/Students/FC_8_Joshua/	M		0			AO	1	sp	more	likely	615	882.1	3033.4	119.9	117.8	450.2	69.412	69.37	69.453	0.083	oh				nasal_labial				M	L	final	2	SP	M AO1	L AY1 K L IY0	617.9775	746.0142	610.7217	824.7142	615.0433	882.0517	622.6752	910.7233	649.6626	998.2635	467.342	1030.056				39.2526686991		7	5	[762.1742029715421, 3304.0548183152714],[647.1509891286029, 877.6892558382448, 3104.520902309298, 3853.001731824141],[615.0432814982674, 882.0517373837732, 3033.3546142456785, 3560.590652031293],[580.5390198389814, 856.0313379913403, 1686.6105434737635, 3023.911326888868, 3613.399525175522, 4814.270842977033]	[69.15790144860945, 364.18836227243816],[180.798530974342, 212.39504615124042, 267.42951903675737, 676.983679865888],[119.88861601422226, 117.75642550659525, 450.18024188017307, 727.5784510833168],[74.43458399241581, 63.943353625288516, 892.4398218739384, 214.48398918698499, 360.55393754164464, 1623.0578975745732]			5	2	4			99	99	99
691	5	s	RP	TT	Trinidad	MT	FC						THOUGHT/NORTH/FORCE	m	17						./INPUTFILES/Students/FC_8_Joshua/	M		0			AO	1	it	offers	sp	636.1	915.8	2531.7	55.6	45.8	59.2	71.154	71.11	71.197	0.087	oh	fricative	labiodental	voiceless		one_fol_syll			T	F	initial	1	AH0 T	AO1 F ER0 Z	SP	645.3815	956.3854	635.8149	955.2055	637.882	918.7093	625.2546	881.4839	617.7059	907.4914	483.39	1050.562				57.5295381869		7	5	[789.9726040879294, 2802.2094981419295],[712.8247642633844, 795.4845592397853, 2667.196903665245, 4179.138180915716],[636.106948977378, 915.8419581430161, 2531.718634498692, 3695.7844697363657],[628.3938689429422, 908.9550417242203, 1789.6184585284075, 2540.766536803011, 3687.1036190775944]	[76.65451918387987, 830.3172630871843],[1344.5241921257555, 92.9424406404173, 400.69076988258695, 702.9073915402912],[55.63224718166388, 45.82105681592866, 59.18388707762313, 158.4393255598574],[46.78965203974648, 40.4320629713173, 1895.5046998982866, 58.91874642488929, 121.53325553772228]			5	1	4			99	99	99
749	6	s	WL	TT	Trinidad	IT	SJC						THOUGHT/NORTH/FORCE	m	16						./INPUTFILES/Students/SJC_5_Kriya/	F		0			AO	1	sp	thought	sp	715.7	1285.2	3024.6	85.4	97.4	120	23.907	23.813	24.002	0.189	oh	stop	apical	voiceless	oral_apical				TH	T	internal	2	SP	TH AO1 T	SP	700.5818	1262.1706	705.7594	1220.0036	715.7238	1285.1904	725.822	1304.4891	712.985	1375.2286	414.414	1083.989				51.859852844		7	5	[899.3600247972637, 1345.57701590558, 3835.7716964296033],[703.3442929151314, 1266.8097066251053, 3103.0110283497384, 4283.426188089245],[715.723819887766, 1285.190401623064, 3024.5722631549334, 4154.973336671623],[686.3418491987883, 1097.4262894130227, 1303.2422496219156, 3020.238376501865, 4109.806697682062, 4891.856940879325]	[290.7952540449743, 2204.535181773451, 744.4725899268166],[106.05364811614105, 159.31687146409715, 283.24054121711004, 232.55306747396529],[85.43772521129921, 97.36314958801195, 119.96078546601564, 135.7830899493143],[104.8629798420964, 892.7555273409203, 186.01328285893487, 65.3305163739826, 126.91378666606057, 860.7905206263403]			5	2	4			99	99	99
844	6	s	RP	TT	Trinidad	IT	SJC						THOUGHT/NORTH/FORCE	m	16						./INPUTFILES/Students/SJC_5_Kriya/	F		0			AO	1	sp	course	sp	723.7	1234.1	3075.8	84.8	128.7	75.7	102.28	102.205	102.355	0.15	oh	fricative	apical	voiceless	velar				K	S	internal	2	SP	K AO1 S	SP	717.4614	1191.2584	673.5566	1226.6905	723.6615	1234.0511	721.3363	1303.8875	682.7769	1345.2027	418.544	1054.775				22.9293379974		7	5	[894.0078455315677, 3322.742548952781],[733.8204851873601, 1218.7445949001344, 3170.8007611830917, 4592.358949394173],[723.6615192085777, 1234.0510896057613, 3075.8213421372125, 4226.581566953008],[710.8284551128705, 1148.0694638696955, 1227.350788009222, 3076.010338812158, 4199.851240557307]	[180.62947865616457, 905.6009827810019],[161.00185434771777, 323.2012773919973, 220.2426862184359, 433.3514648045036],[84.81355320423692, 128.7367967302184, 75.70787967662467, 192.2383476044192],[95.16028871259167, 1693.3006037281764, 176.670688321346, 58.10427261377155, 183.83508720056872]			5	2	4			99	99	99
